02/12 17:22:02 FINE aw.TACAgent|Log for game 78 started
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 258.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 248.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 250.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 245.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 235.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 247.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 247.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 257.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 248.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 245.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 250.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 253.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 257.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231692, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 267.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 281.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 293.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 305.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 313.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 306.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 306.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 314.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 322.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 316.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 328.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 319.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 334.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 334.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 333.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 346.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 353.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 359.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 373.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 368.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 372.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 380.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 379.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 387.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 378.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 389.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 379.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 394.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 385.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 389.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Finish Printing All Flight Prices
02/12 17:31:03 FINE aw.PostTraumaticAgent|Start Printing All Hotel Prices
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Cheap Hotel 1 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1750, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61638, 100.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121558, 101.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181658, 116.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Cheap Hotel 2 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1751, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61639, 102.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Cheap Hotel 3 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1755, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61640, 147.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121561, 147.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181659, 147.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241691, 147.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Cheap Hotel 4 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1755, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61641, 112.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121562, 115.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181666, 119.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241692, 132.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301718, 148.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361757, 151.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421785, 151.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Good Hotel 1 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1755, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61642, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121563, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181667, 48.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241692, 55.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301719, 55.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361758, 56.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Good Hotel 2 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1756, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61644, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121629, 111.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181680, 120.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241702, 120.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301726, 121.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361758, 138.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421786, 149.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481816, 151.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Good Hotel 3 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1756, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61647, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121640, 120.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181691, 139.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241711, 164.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301737, 173.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Good Hotel 4 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1757, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61649, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121653, 0.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Finish Printing All Hotel Prices
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing Client Preferences
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 1 : [2, 3, 76, 192, 194, 3]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 2 : [2, 4, 130, 170, 120, 193]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 3 : [2, 4, 90, 94, 112, 191]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 4 : [3, 4, 81, 163, 189, 131]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 5 : [1, 4, 80, 67, 105, 191]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 6 : [4, 5, 81, 85, 1, 56]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 7 : [2, 3, 150, 179, 89, 146]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Client 8 : [2, 3, 53, 144, 42, 43]
02/12 17:31:03 FINE aw.PostTraumaticAgent|Finish Printing Client Preferences
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~ Flight Tickets Predictions profits       : [6.0, 9.0, 131.0, 75.0, 247.0, 3.0, 58.0, 0.0]
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                            actual profits: [12.0, 36.0, 131.0, 75.0, 0.0, 9.0, 174.0, 0.0]
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                            success ratio : 100.0 %
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                            profits (1 flight/day): 529.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                            total profits (actual bough flights): 437.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~ Hotel Tickets Predictions bid prices: [102.0, 111.0, 640.0, 1221.0, 1135.0]
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                           ask prices: [102.0, 0.0, 173.0, 56.0, 151.0]
02/12 17:31:03 FINE aw.PostTraumaticAgent|~~~~~~~                           success ratio : 100.0 %
02/12 17:31:03 FINE aw.PostTraumaticAgent|Game Stopped!
02/12 17:31:03 FINE aw.TACAgent|Game log complete
************************************************************
* Game log complete
************************************************************


